chr	rs	ps	n_mis	n_obs	allele1	allele0	af	beta	se	p_wald	p_lrt	p_score
0	nM152	100	0	2500	2	1	0.040	2.481330e-01	7.115860e-02	4.968266e-04	4.936033e-04	5.100463e-04
0	nM154	100	0	2500	2	1	0.020	-6.877388e-04	9.984341e-02	9.945046e-01	9.945019e-01	9.945024e-01
0	nM158	100	0	2500	2	1	0.200	-1.577580e-01	3.480235e-02	6.090072e-06	6.025264e-06	6.586868e-06
0	nM161	100	0	2500	1	2	0.020	3.469705e-01	9.960177e-02	5.032694e-04	5.000104e-04	5.166034e-04
0	nM168	100	0	2500	2	1	0.020	2.679058e-01	9.969942e-02	7.254545e-03	7.225440e-03	7.315440e-03
0	nM172	100	0	2500	2	1	0.020	-1.750307e-01	9.978197e-02	7.953060e-02	7.938023e-02	7.959534e-02
0	nM175	100	0	2500	1	2	0.100	-1.572182e-01	4.648729e-02	7.307812e-04	7.263031e-04	7.478189e-04
0	nM177	100	0	2500	1	2	0.460	-8.646935e-03	2.804551e-02	7.578661e-01	7.577488e-01	7.577767e-01
0	nM179	100	0	2500	2	1	0.120	-3.124596e-01	4.255783e-02	2.832715e-13	2.756814e-13	4.892401e-13
0	nM181	100	0	2500	2	1	0.040	-2.451033e-01	7.116280e-02	5.820605e-04	5.783703e-04	5.967451e-04
0	nM185	100	0	2500	2	1	0.060	8.127145e-03	5.885810e-02	8.901881e-01	8.901335e-01	8.901448e-01
0	nM189	100	0	2500	2	1	0.240	-2.470123e-01	3.235387e-02	3.199933e-14	3.107520e-14	6.055277e-14
0	nM192	100	0	2500	2	1	0.080	-3.378106e-01	5.107863e-02	4.573333e-11	4.473057e-11	6.560278e-11
0	nM197	100	0	2500	2	1	0.460	3.996053e-01	2.688226e-02	5.864955e-48	5.273524e-48	2.222089e-44
0	nM202	100	0	2500	1	2	0.500	-3.108627e-01	2.725548e-02	2.068863e-29	1.940810e-29	4.325585e-28
0	nM205	100	0	2500	2	1	0.400	2.915377e-01	2.793002e-02	5.380501e-25	5.098590e-25	4.680344e-24
0	nM207	100	0	2500	1	2	0.060	7.846250e-02	5.883738e-02	1.824735e-01	1.822547e-01	1.824541e-01
0	nM209	100	0	2500	2	1	0.020	-2.592343e-01	9.970859e-02	9.379505e-03	9.344060e-03	9.447082e-03
0	nM211	100	0	2500	2	1	0.440	-2.578998e-01	2.768283e-02	2.561718e-20	2.453514e-20	1.030852e-19
0	nM213	100	0	2500	2	1	0.220	1.038522e-01	3.367936e-02	2.067787e-03	2.057111e-03	2.099999e-03
0	nM217	100	0	2500	2	1	0.020	1.949087e-01	9.976722e-02	5.085592e-02	5.074019e-02	5.093999e-02
0	nM220	100	0	2500	2	1	0.280	-2.694390e-01	3.066134e-02	2.784183e-18	2.678965e-18	8.435468e-18
0	nM226	100	0	2500	2	1	0.020	2.133929e-01	9.975208e-02	3.251353e-02	3.242681e-02	3.260289e-02
0	nM228	100	0	2500	2	1	0.240	-2.775146e-01	3.225474e-02	1.339336e-17	1.290721e-17	3.716124e-17
0	nM233	100	0	2500	2	1	0.040	-1.954248e-01	7.122433e-02	6.116790e-03	6.091299e-03	6.173283e-03
0	nM236	100	0	2500	1	2	0.300	-1.625330e-02	3.050093e-02	5.941649e-01	5.939803e-01	5.940382e-01
0	nM238	100	0	2500	2	1	0.120	2.806075e-01	4.264658e-02	5.717758e-11	5.593613e-11	8.142460e-11
0	nM242	100	0	2500	2	1	0.040	-2.204321e-01	7.119510e-02	1.982135e-03	1.971824e-03	2.013573e-03
0	nM245	100	0	2500	2	1	0.040	-2.926178e-01	7.109090e-02	3.978188e-05	3.942933e-05	4.193352e-05
0	nM250	100	0	2500	2	1	0.140	2.393612e-01	3.999846e-02	2.485877e-09	2.440888e-09	3.166082e-09
0	nM253	100	0	2500	2	1	0.080	-3.012819e-02	5.152035e-02	5.587469e-01	5.585502e-01	5.586165e-01
0	nM256	100	0	2500	2	1	0.100	-3.130003e-01	4.617081e-02	1.502762e-11	1.468209e-11	2.237716e-11
0	nM258	100	0	2500	1	2	0.480	-2.138815e-01	2.764935e-02	1.482916e-14	1.438999e-14	2.902875e-14
0	nM260	100	0	2500	2	1	0.040	-2.852897e-01	7.110282e-02	6.188364e-05	6.136105e-05	6.488583e-05
0	nM264	100	0	2500	2	1	0.100	-1.268706e-01	4.652439e-02	6.436564e-03	6.410039e-03	6.494363e-03
0	nM267	100	0	2500	2	1	0.300	3.131626e-01	2.985218e-02	3.170378e-25	3.002692e-25	2.876341e-24
0	nM273	100	0	2500	2	1	0.160	-1.879182e-01	3.794250e-02	7.807381e-07	7.709023e-07	8.738001e-07
0	nM275	100	0	2500	2	1	0.040	3.400208e-01	7.100642e-02	1.777708e-06	1.756707e-06	1.961057e-06
0	nM283	100	0	2500	2	1	0.020	1.504866e-01	9.979800e-02	1.317034e-01	1.315103e-01	1.317245e-01
0	nM286	100	0	2500	2	1	0.180	-1.699042e-01	3.622432e-02	2.874516e-06	2.841874e-06	3.145804e-06
0	nM289	100	0	2500	1	2	0.280	3.351832e-01	3.040073e-02	1.235177e-27	1.163433e-27	1.783836e-26
0	nM291	100	0	2500	2	1	0.080	-2.015615e-02	5.152230e-02	6.956738e-01	6.955291e-01	6.955669e-01
0	nM294	100	0	2500	2	1	0.040	-1.113581e-01	7.129677e-02	1.184394e-01	1.182553e-01	1.184718e-01
0	nM297	100	0	2500	2	1	0.020	-3.755523e-01	9.956026e-02	1.656323e-04	1.643872e-04	1.718067e-04
0	nM301	100	0	2500	2	1	0.020	2.138553e-01	9.975168e-02	3.213902e-02	3.205298e-02	3.222837e-02
0	nM306	100	0	2500	2	1	0.180	-1.699042e-01	3.622432e-02	2.874516e-06	2.841874e-06	3.145804e-06
